source,provenance,dataset,model,condition,experiment,tokens,params,budget,loss
misfitting,chinchilla,fineweb_c4,transformer,,misfitting__fineweb_c4__transformer,3663071300.469624,522374400.0,1.1480968036440238e+19,3.124292538502374
misfitting,chinchilla,fineweb_c4,transformer,,misfitting__fineweb_c4__transformer,1617824836.6103458,1182757632.0,1.1480968036440238e+19,3.309831954517606
misfitting,chinchilla,fineweb_c4,transformer,,misfitting__fineweb_c4__transformer,13415900261.463926,176576256.0,1.4213576634232326e+19,3.1041144812479615
misfitting,chinchilla,fineweb_c4,transformer,,misfitting__fineweb_c4__transformer,8005017930.688608,295930560.0,1.4213576634232326e+19,3.05920699839025
misfitting,chinchilla,fineweb_c4,transformer,,misfitting__fineweb_c4__transformer,5656199847.278344,418819968.0,1.4213576634232326e+19,3.0632038087286397
misfitting,chinchilla,fineweb_c4,transformer,,misfitting__fineweb_c4__transformer,4534926365.148677,522374400.0,1.4213576634232326e+19,3.0636695542542034
misfitting,chinchilla,fineweb_c4,transformer,,misfitting__fineweb_c4__transformer,2002886622.7081096,1182757632.0,1.4213576634232326e+19,3.235141143522885
misfitting,chinchilla,fineweb_c4,transformer,,misfitting__fineweb_c4__transformer,9910308560.664257,295930560.0,1.7596578972781005e+19,3.03909122524783
misfitting,chinchilla,fineweb_c4,transformer,,misfitting__fineweb_c4__transformer,7002443498.897759,418819968.0,1.7596578972781005e+19,3.019804661546271
misfitting,chinchilla,fineweb_c4,transformer,,misfitting__fineweb_c4__transformer,5614293430.401963,522374400.0,1.7596578972781005e+19,3.0167619684382743
misfitting,chinchilla,fineweb_c4,transformer,,misfitting__fineweb_c4__transformer,2479597749.177887,1182757632.0,1.7596578972781005e+19,3.164694273284373
misfitting,chinchilla,fineweb_c4,transformer,,misfitting__fineweb_c4__transformer,8669109345.358479,418819968.0,2.178477659166923e+19,2.9918057975592087
misfitting,chinchilla,fineweb_c4,transformer,,misfitting__fineweb_c4__transformer,6950562850.345535,522374400.0,2.178477659166923e+19,2.9767296275324875
misfitting,chinchilla,fineweb_c4,transformer,,misfitting__fineweb_c4__transformer,3069771862.2808585,1182757632.0,2.178477659166923e+19,3.1015389705238476
